Overledene-Voornaam,Aantal
Dingne,1
DingnŽ,1
Dingneken,4
Dingnus,1
Dingomannus,1
Dini,1
Dinie,1
Dinijsius,2
Dinijzijns,1
Dinisius,2
Dinmannes,1
Dinmannus,1
Dinmphna,3
Dinna,2
Dinnemans,1
Dinnis,3
Dinoisius,1
Dinpena,1
Dinphena,15
Dinphina,4
Dinphna,19
Dinphona,1
Dinpma,1
Dinpna,1
Dinus,3
Dinvina,1
Diogenes,1
Diogenus,1
Dionades,1
Diones,1
Dionesius,2
Dionicia,1
Dionicius,21
Dionidius,1
Dionies,2
Dioniesius,2
Dionijs,32
Dionijscus,1
Dionijsia,18
Dionijsius,430
Dionis,2
Dioniscus,2
Dioniseis,1
Dionisia,56
Dionisii,1
Dionisisius,1
Dionisisus,1
Dionisius,1064
Dionisy,20
Dionitius,3
Dionius,1
Dionizius,1
Dionizus,2
Dionnijsius,1
Dionosius,2
Dionsius,1
Dionys,4
Dionysi,1
Dionysia,7
Dionysii,1
Dionysius,70
Dionysy,1
Diosinus,1
Diphena,1
Diphna,15
Dipna,2
Dirc,4
Dirca,1
Dirch,1
Dircije,1
Dircje,2
Dirck,1549
Dircke,1
Dircken,9
Dirckgen,2
Dirckie,9
Dirckien,2
Dirckje,45
Dirckjen,27
Dircks,1
Dircksen,2
Dircksgen,2
Dircksie,1
Dircksjen,1
Dirckske,7
Dircksken,33
Dirckten,1
Dircktjen,1
Dirckx,2
Dirckxen,1
Dirckxie,1
Dirckxke,3
Dirckxken,7
Dirckye,1
Dircske,1
Dircxje,1
Dircxke,9
Dircxken,19
Direck,1
Direktien,1
Direkxen,1
Direl,1
Dires,2
Direscken,1
Direxen,1
Dirgje,11
Diric,7
Dirick,114
Diricken,1
Dirickien,1
Dirickjen,1
Dirickske,1
Diricksken,1
Dirickxken,1
Diricxke,1
Dirik,17
Dirikke,1
Diris,12
Dirisike,1
Diriske,4
Dirisken,2
Dirixken,6
Dirk,5259
Dirka,2
Dirke,2
Dirken,1
Dirkie,7
Dirkije,1
Dirkina,2
Dirkja,1
Dirkje,1009
Dirkjen,17
Dirkke,8
Dirks,3
Dirkse,1
Dirksje,12
Dirkske,70
Dirksken,14
Dirktee,1
Dirktie,1
Dirktina,1
Dirktje,1
Dirkx,1
Dirkxke,5
Dirkxse,1
Dirrck,1
Dirrees,1
Dirres,2
Dirreske,1
Dirrick,22
Dirricke,1
Dirricksken,2
Dirrigje,1
Dirrij,1
Dirrijck,3
Dirrijcksken,1
Dirrik,5
Dirris,119
Dirrisje,1
Dirriske,14
Dirrisken,39
Dirrixke,1
Dirrixken,1
Dirryck,4
Dirrycxken,1
Dirryxken,1
Dirs,9
Dirscken,1
Dirske,127
Dirsken,40
Dirskske,1
Dirtje,1
Dirx,1
Dirxcken,1
Dirxikske,1
Dirxke,17
Dirxken,31
Dirxscen,1
Dirxsken,1
Diryck,3
Disere,1
Disia,1
Disire,1
DisirŽ,1
Disman,1
Ditje,7
Ditlof,1
Ditmar,1
Ditmarus,1
Ditmer,2
Ditmundus,1
Divera,4
Divertgen,1
Diwertie,1
Diwertje,1
Diynenisie,1
Djoeke,1
Djouke,1
Dla,7
Dobbehs,1
Dochter,222
Dockus,3
Docter,1
Doctor,1
Docus,1
Doede,3
Doedeke,1
Doeke,2
Doekele,1
Doekje,1
Doella,1
Doemis,1
Doen,3
Doerothea,1
Doetie,1
Doetje,2
Doewe,1
Dogter,2
Dohradea,1
Dokter,1
Dokus,2
Dolf,2
Dolff,1
Dolfina,2
Dolfinus,1
Dolinda,1
Dolla,1
Dollij,1
Dolores,1
Dolphein,1
Dolphina,18
Domelia,1
Domemico,1
Domen,1
Domenico,1
Domenicus,1
Domes,5
Domheer,1
Domi,1
Domicella,9
Domicile,1
Domicilla,1
Domicius,2
Domien,2
Domikus,2
Domina,9
Domincius,1
Domincus,5
Domine,4
Dominee,1
Dominekus,1
Domini,1
Dominians,1
Dominic,4
Dominica,30
Dominica?,1
Dominicas,1
Dominicius,1
Dominico,1
Dominicos,1
Dominicus,888
Dominiicus,1
Dominika,1
Dominikus,8
Dominique,22
Dominius,1
Dominus,2
Domis,22
Domninus,1
Domonicus,1
Domonique,1
Domus,18
Domusken,1
Don,1
Dona,2
Donadus,2
Donald,6
Donalt,2
Donardus,1
Donata,9
Donatha,1
Donathias,1
Donatus,49
Doncan,1
Donckgerius,1
Doni,1
Doni‘l,1
Doninica,1
Doninicus,1
Donis,1
Donisia,1
Donisius,2
Donius,1
Donminicus,1
Donnijs,1
Dons,1
Donus,1
Dood,4
Doodee,1
Doodgeboren,29
Doodgeborene,1
Doomis,1
Doora,12
Doorate,1
Doorathea,5
Doore,7
Dooremarie,1
Dooremie,1
Dooren,3
Doores,3
Doorethe,1
Doorethea,1
Dooris,7
Doorke,8
Doortea,1
Doorteea,1
Doorteeia,1
Doortha,1
Doortie,3
Doortje,3
Doorus,10
Dophia,1
Dora,289
Dorade,1
Doraethaea,1
Doraken,1
Doramaria,1
Doramia,2
Doramie,6
Dorania,1
Dorara,1
Doratea,4
Doratha,2
Dorathe,2
DorathŽ,2
Dorathea,187
Dorathee,3
DoratheŽ,1
Doratheea,1
Doratheus,1
Dorathia,1
Doratie,1
Dorattea,1
Dorcas,1
Dore,33
Dorehte,1
Doreke,2
Doremaria,7
Doremarie,1
Doremi,3
Doremia,4
Doremie,37
Dores,9
Dorete,2
Doretea,4
Doretha,2
Dorethe,9
Dorethea,97
Dorethee,2
DoretheŽ,1
Doriaantje,1
Doriana,2
Dorick,1
Dorijs,1
Doris,88
Dorite,1
Dorna,1
Doro,1
Doromea,1
Doromia,1
Dorote,6
Dorotea,30
Doroteus,1
Dorotgea,1
Dorotha,3
Dorothaea,1
Dorothe,16
DorothŽ,6
Dorothea,3774
DorothŽa,1
Dorothe¾,3
Dorotheam,7
Dorothee,25
DorotheŽ,5
DorothŽe,14
Dorotheia,1
Dorothera,1
Dorotheus,26
Dorothoa,1
Dorreke,1
Dorremarie,2
Dorremie,5
Dorrethe,1
Dortea,1
Dortha,1
Dorthea,3
Dorus,111
Dositheus,1
Douke,1
Douwa,5
Douwe,26
Douwine,1
Dresijntken,1
Dresina,6
Drewes,3
Dreyers,1
Driana,1
Drianus,6
Drica,10
Drick,7
Dricken,1
Drie,1
Driecyn,1
Driek,18
Drieka,5
Driekus,1
Dries,179
Driesina,1
Driesje,4
Driesjen,2
Drieske,11
Driesken,31
Driess,1
Driessen,1
Driessina,1
Driest,1
Driesyn,2
Driezyn,1
Drijs,2
Drijsken,2
Drik,15
Drika,64
Drikkus,1
Drikus,6
Drilca,1
Drina,1
Dris,8
Drisia,3
Drisijn,1
Drisijna,1
Drisina,5
Drissina,2
Drisyna,1
Drixken,1
Drk,1
Droontje,1
Drossert,1
Dryes,1
Drysina,2
Dubbeld,1
Dubrecht,2
Duco,8
Dude,1
Dudolphus,1
Duiffie,1
Duifje,6
Duijfje,1
Duijke,1
Duijva,1
Dulcatus,1
Dulcia,2
Dulia,1
Duliana,2
Dulphina,1
Dumphena,1
Dumphna,1
Dumpna,2
Duncan,1
Durian,1
Durk,6
Durkjen,1
Durmus,1
Dustaes,1
Duurt,2
Duus,1
Duveli?,1
Duwit,1
Dycadorijs,1
Dygna,2
Dymna,9
Dympena,1
Dympha,1
Dymphena,16
Dymphina,4
Dymphna,219
Dympma,1
Dympmannus,1
Dympna,251
Dympnha,1
Dyna,6
Dyngentje,1
Dyngetien,1
Dynphna,4
Dyoniscus,1
Dyonisius,22
Dyonius,2
Dyrck,2
Dyrsken,1
E#lisabeth,1
Eastmanette,1
Eb,9
Ebbe,4
Ebberdina,37
Ebbert,3
Ebbertus,11
Ebbo,7
Ebe,6
Ebel,2
Ebeldina,1
Ebele,1
Ebeltje,2
Eben,1
Eberardus,1
Eberdina,5
Eberhard,1
Eberhardus,1
Eberhart,1
Eberta,2
Ebertus,9
Ebigondis,1
Ebken,5
Eble,1
Eblo,1
Ebus,1
Eccius,1
Echbert,4
Echias,1
Echiel,1
Echigius,2
Echius,2
Echje,1
Echt,2
Echtie,1
Echtildis,1
Echtken,2
Eck,3
Ecke,4
Ecken,1
Eckhard,1
Eckius,1
Eco,3
Ecorline,1
Eda,1
Edda,1
Edde,1
Eddi,1
Eddij,1
Eddina,1
Eddy,2
Ede,1
Edelbertus,1
Edelef,1
Edelhardus,3
Edelina,3
Edeltrudis,1
Edeltudis,1
Edemond,2
Edemondes,1
Edemondus,1
Edems,1
Eden,1
Edesias,1
Edewaert,1
Edewardus,1
Edewart,2
Edgar,2
Edgard,4
Edgardus,1
Edie,1
Edilia,6
Edilius,1
Edith,7
Edius,1
Edmee,1
EdmŽe,1
Edmon,1
Edmond,38
Edmonda,2
Edmonde,1
Edmondt,1
Edmondus,20
Edmund,13
Edmunda,1
Edmundis,1
Edmundus,53
Edo,8
Edouard,22
Edouardus,1
Edouart,1
Edourdus,1
Edowaert,1
Edoward,1
Edsel,1
Edu,1
Eduaert,4
Eduard,590
Eduarda,5
Eduarde,2
Eduardes,1
Eduardinus,1
Eduardis,1
Eduardt,2
Eduardus,381
Eduart,8
Eduerdus,1
Edugard,1
Edumondus,2
Edurardus,1
Eduvaert-Alexande,1
Eduwaerdt,2
Eduwaert,7
Eduward,15
Eduwardus,4
Eduwart,3
Edvardus,1
Edward,23
Edwardt,1
Edwin,6
Edwina,1
Edwinus,1
Edzard,3
Edze,2
Edzo,1
Eeckbert,1
Eecke,3
Eecken,1
Eeffke,1
Eefje,3
Eefke,2
Eefken,1
Eegen,1
Eeghje,1
Eegidius,2
Eegtien,1
Eegtje,1
Eeijtje,1
Eeit,1
Eeke,3
Eeken,1
Eel,1
Eeland,3
Eelbree,2
Eelbring,1
Eele,2
Eelen,17
Eelhart,6
Eelia,1
Eeliaes,2
Eelias,2
Eeliesabet,3
Eeliken,1
Eelio,1
Eelis,2
Eelisabedt,1
Eelisabeth,1
Eeljen,1
Eelke,11
Eelken,15
Eelkje,4
Eelkjen,1
Eelko,3
Eels,1
Eelske,1
Eelsken,1
Eelta,1
Eeltge,1
Eeltgen,2
Eeltgien,2
Eelthen,1
Eeltie,2
Eeltien,17
Eeltje,93
Eeltjen,16
Eeltke,1
Eeltken,1
Eeltyn,1
Eelze,1
Eemans,1
Eembertus,3
Eemerentiana,2
Eemerentinia,1
Eemert,2
Eemit,1
Eemken,1
Eemont,2
Eenest,1
Eengel,2
Eerbertha,2
Eercke,2
Eerckelien,1
Eercken,5
Eerckeren,1
Eerdiena,2
Eerdina,4
Eerkaet,1
Eerke,130
Eerken,105
Eerker,1
Eerkiena,1
Eerlanda,1
Eerm,1
Eernst,1
Eerntien,1
Eerstbilt,1
Eertije,1
Eertje,10
Eertjen,5
Eertke,1
Eertken,3
Eerwijn,2
Eeryck,1
Eescha,1
Eesger,1
Eeske,2
Eesken,3
Eessel,1
Eetijn,1
Eeusset,1
Eeuw,1
Eeuwe,5
Eeuwet,2
Eeuwick,1
Eeuwiena,1
Eeuwit,4
Eeuwit?,1
Eeuwith,1
Eeuwoud,1
Eeuwout,5
Eeva,7
Eevelt,1
Eeverardus,1
Eevert,10
Eevraet,1
Eevrina,1
Eewert,1
Eewijt,1
Eewolt,1
Eewout,1
Eeyke,1
Efemia,1
Efers,1
Effeij,1
Effert,1
Efrahim,1
Efrina,1
Egadia,1
Egbaertha,1
Egbart,2
Egbartus,1
Egberdiena,1
Egberdina,161
Egberdine,1
Egbert,187
Egberta,140
Egbertdina,2
Egbertha,15
Egbertien,1
Egbertina,8
Egbertinna,1
Egbertje,7
Egbertus,1201
Egberus,1
Egbeta,1
Egbetus,1
Egdius,2
Ege,5
Egebrtus,1
Egedeus,1
Egedius,6
Egelis,1
Egen,11
Egenatius,1
Egene,1
Egerardus,1
Egerus?,1
Egge,1
Eggebert,1
Eggo,1
Eghbert,2
Eghberta,1
Eghijdius,1
Egida,1
Egidcus,1
Egide,10
Egideus,1
Egidi,4
Egidia,138
Egidiana,4
Egididus,1
Egidii,4
Egidiius,1
Egidinus,1
Egidis,1
Egidius,2324
Egiduis,2
Egidus,7
Egidy,2
Egieluis,1
Egiidus,1
Egijdia,3
Egijdius,14
Egilia,4
Egiliana,1
Egilianus,1
Egilius,30
Egillius,1
Egina,1
Eginia,1
Egitius,1
Egiudius,1
Egius,1
Egje,1
Egkert,1
Eglina,1
Egmond,1
Egmondus,3
Egmundis,1
Egmundus,1
Ego,2
Egon,2
Egondina,1
Egonia,1
Egonius,1
Egorius,2
Egrom,1
Egtbert,4
Egtbertina,2
Egtbertus,1
Egtie,2
Eguide,1
Eguidius,6
Eguilius,1
Egumis,1
Egydia,1
Egydius,1
Egydy,1
Ehster,1
Ehtbarda,1
Eibbertus,1
Eiberd,1
Eiberdina,2
Eibertje,2
Eibertt,1
Eichardis,1
Eicken,1
Eida,1
Eigina,1
Eigje,6
Eignonij,1
Eijberdina,5
Eijbert,43
Eijbertus,8
Eijcke,11
Eijcken,27
Eijda,10
Eije,2
Eijercker,1
Eijfken,1
Eijghe,1
Eijk,2
Eijke,122
Eijken,149
Eijkken,1
Eijla,1
Eijlen,1
Eijlert,1
Eijlis,1
Eijlte,1
Eijltgen,1
Eijltie,2
Eijltien,8
Eijltje,11
Eijltjen,1
Eijm,2
Eijmardrus,1
Eijmberdina,1
Eijmbert,96
Eijmberts,1
Eijmbertus,56
Eijmeke,3
Eijmerardus,1
Eijmerd,1
Eijmerdinus,1
Eijmericus,11
Eijmeritus,1
Eijmerke,1
Eijmert,187
Eijmertje,2
Eijmertus,1
Eijmmert,4
Eijnbertus,1
Eijnderijn,1
Eijnerus,1
Eijngel,2
Eijngelken,1
Eijrken,3
Eijsak,1
Eijsbrand,1
Eijsbrant,1
Eijsebrand,2
Eijsebrandus,1
Eijsebrant,1
Eijt,3
Eijtie,2
Eijtije,2
Eijtje,15
Eijtjen,1
Eijtken,1
Eijtrop,1
Eika,2
Eike,22
Eiken,3
Eikina,1
Eiko,2
Eilardus,2
Eildert,2
Eileen,1
Eilert,1
Eilisabet,2
Eilisabeta,1
Eilisabeth,6
Eilisabetha,2
Eilken,2
Eilko,1
Eillemke,1
Eilsabeth,4
Eilsabetha,2
Eilt,1
Eiltje,19
Eilzabeta,1
Eilzabeth,1
Eimberdina,6
Eimbert,68
Eimberta,13
Eimbertha,2
Eimberthus,1
Eimbertus,93
Eimbeta,1
Eimbregts,1
Eimerd,1
Eimerdina,9
Eimerentia,1
Eimerica,1
Eimericus,60
Eimeriens,1
Eimerika,3
Eimers,1
Eimert,94
Eimertje,1
Eimke,2
Einbethe,1
Einbette,1
Einneke,1
Eirke,4
Eirken,4
Eirtjen,1
Eisabeth,10
Eisabetha,2
Eise,3
Eisina,1
Eisken,1
Eisso,2
Eitel,1
Eitgen,1
Eitte,1
Eiza,1
Eizabeth,1
Eizabetha,1
Eke,3
Ekijsabetha,1
Ekisabeth,1
Ekke,2
El,2
Elâonor,1
Ela,1
Eladie,1
Elaisabeth,1
Eland,20
Elandii,1
Elandt,1
Elandus,1
Elant,4
Elardus,5
Elaudis,1
Elbartus,3
Elbena,1
Elbendina,1
Elberd,1
Elberdijn,1
Elberdina,12
Elbert,24
Elberta,8
Elberte,1
Elbertina,7
Elbertje,1
Elbertjen,1
Elbertus,32
Elcana,1
Eldert,5
Ele,2
Eleasar,1
Eleazer,2
Elebring,1
Elegondis,7
Eleijda,3
Eleijdis,3
Eleisibet,1
Eleissabet,1
Eleken,1
Elelie,1
Elemer,1
Elen,10
Elena,36
Elenaa,1
Elne,1
Elenmie,1
Elenora,5
Eleonara,2
Eleonard,1
Eleonardus,5
Eleonie,1
Eleonor,1
Eleonora,144
Elešnora,1
Eleonore,16
Eleonorus,1
Elesabeta,1
Elesabeth,1
Elesabetha,2
Eletna,1
Elexander,1
Eleza,1
Elezius,1
Elfrida,1
Elfride,1
Elfrieda,1
Elfriede,6
Elfrirede,1
Elhardus,1
Eli,5
Elia,12
Eliabeth,6
Eliabetha,1
Eliaes,1
Eliana,7
Eliane,2
Elias,527
Eliasabeth,1
Eliasabetha,1
Eliasar,1
Eliaser,2
Eliazar,7
Eliazer,3
Eliazur,1
Elibert,3
Elibertus,14
Elibeth,1
Elibetha,1
Elida,18
Elidabeth,1
Elidia,1
Elidoor,1
Elidora,1
Elie,13
Elieas,2
Eliehas,1
Elies,2
Eliesabedt,1
Eliesabeet,1
Eliesabet,79
Eliesabeta,3
Eliesabeth,77
Eliesabetha,11
Eliesbeth,1
Eliese,1
Eliesebet,2
Eliesebeth,6
Eliesebetta,2
Elieser,1
Eli‘ser,1
Eliezabet,8
Eliezabeth,55
Eliezabetha,9
Elieze,3
Eli‘zer,1
Eligenti,1
Eligerius,1
Eligius,23
Eliisabeth,5
Elij,1
Elija,1
Elijabetha,1
Elijane,1
Elijas,2
Elijda,3
Elijsa,1
Elijsabet,49
Elijsabeta,26
Elijsabeth,165
Elijsabetha,225
Elijsabethe,1
Elijsabethija,1
Elijsbet,1
Elijsbeth,5
Elijseberth,1
Elijsebet,2
Elijsebeth,2
Elijzabet,5
Elijzabeta,12
Elijzabeth,69
Elijzabetha,74
Elijzeus,1
Eliken,1
Elin,1
Elina,5
Eline,2
Eling,4
Elinger,1
Elion,2
Elionera,1
Elionora,1
Elis,14
Elisa,353
Elisabaeth,2
Elisabath,1
Elisabatha,1
Elisabe(t)ha,1
Elisabecht,1
Elisabed,3
Elisabedt,6
Elisabeet,8
Elisabeeth,2
Elisabeh,5
Elisabeha,2
Elisabeht,9
Elisabehta,1
Elisabela,1
Elisabella,2
Elisabelle,1
Elisaberh,1
Elisaberth,2
Elisabertha,3
Elisabet,1853
Elisabeta,1606
Elisabetam,1
Elisabete,30
Elisabeteh,1
Elisabeth,38462
ELisabeth,1
Elisabetha,10921
Elisabethae,2
Elisabetham,3
Elisabethe,29
Elisabethee,2
Elisabethha,1
Elisabethus,1
Elisabethy,2
Elisabetje,1
Elisabets,1
Elisabetta,11
Elisabetth,1
Elisabettha,1
Elisabetula,1
Elisabety,1
Elisabheta,1
Elisabth,8
Elisabtha,3
Elisaebth,2
Elisaebtha,1
Elisaet,1
Elisaeth,1
Elisalbetha,1
Elisaneth,1
Elisapet,1
Elisas,1
Elisata,1
Elisbaeth,1
Elisbateh,1
Elisbatha,2
Elisbet,1
Elisbeta,1
Elisbeth,26
Elisbetha,10
Elisdabeth,1
Elise,83
Elisebet,16
Elisebeta,6
Elisebeth,33
Elisebetha,14
Elisebetham,1
Elisee,2
Elisetha,1
Eliseus,10
Elisia,1
Elisiabeth,1
Elisibet,1
Elisius,6
Elispeer,1
Elisqabeth,1
Elissabeth,3
Elistochium,1
Elius,2
Eliweert,1
Elixabeth,2
Eliza,141
Elizabart,1
Elizabatha,3
Elizabed,1
Elizabeht,2
Elizabehta,8
Elizabertha,2
Elizabertus,1
Elizabet,797
Elizabeta,484
Elizabete,2
Elizabeth,8000
Elizabetha,3841
Elizabethe,2
Elizabethh,1
Elizabetta,2
Elizabette,1
Elizabetz,1
Elizabheta,2
Elizabith,1
Elizabta,1
Elizabwth,1
Elizalbetha,1
Elizane,1
Elizbeth,3
Elize,14
Elizebath,1
Elizebet,4
Elizebetha,1
Elizeus,3
Eliz‘us,1
Elkan,7
Elkana,1
Elke,5
Elken,25
Elkina,1
Ella,20
Ellard,1
Elle,1
Elleke,1
Elleken,1
Ellen,14
Ellenor,1
Elletje,1
Elli,1
Ellie,3
Ellij,4
Ellina,1
Ellisabeth,1
Ellisabetha,2
Ellvrieda,1
Elly,7
Elmond,2
Elmpken?,1
Elno,1
Elo,1
Elodia,3
Elodie,7
Eloise,1
Elorentius,2
Elouise,1
Els,2
Elsa,31
Elsabet,2
Elsabeta,4
Elsabeth,15
Elsabetha,5
Elsbena,20
Elsbera,1
Elsbertus,1
Elsbet,3
Elsbeth,5
Elsbona,3
Else,11
Elsearia,3
Elsebe,1
Elsebertus,1
Elsebet,8
Elsebeth,16
Elsebeu,1
Elsebijn,1
Elselijntie,1
Elselin,1
Elselina,14
Elselinus,1
Elsemarie,1
Elsenbeen,1
Elseneeris,1
Elsgen,2
Elsiabeth,2
Elsiana,1
Elsie,5
Elsien,3
Elsina,7
Elsje,180
Elsjen,4
Elska,2
Elske,120
Elsken,241
Elstelina,1
Elstje,1
Elstken,1
Elten,2
Eltien,5
Eltje,9
Eltjen,5
Eltjo,1
Eltken,1
Eluard,1
Eluida,1
Eluzia,1
Elveda,1
Elvera,2
Elviere,1
Elvira,5
Elvire,2
Elwerus,2
Ely,1
Elysabehta,1
Elysabet,44
Elysabeta,2
Elysabeth,112
Elysabetha,66
Elysbet,1
Elyzabeth,2
Elyzabetha,8
Elza,6
Elzabet,4
Elzabeth,12
Elzabetha,4
Elzbieta,1
Elze,2
Elzearia,4
Elzebetta,1
Elzedina,1
Elzeliena,1
Elzelina,1
Elzeline,1
Elzerea,1
Elziabetha,1
Elzien,1
Elzieria,1
Elzine,1
Elzo,2
Em,6
Ema,1
Emalia,4
Emalie,1
Emamuel,1
Eman,1
Emana,1
Emandus,2
Emant,1
Emanuel,128
Emanu‘l,8
Emareins,1
Emarentia,12
Emarentiana,9
Emarentianus,1
Emargo,1
Emas,1
Embartus,1
Embatus,1
Embda,3
Ember,1
Emberdina,3
Emberecht,1
Embereghs,1
Embert,52
Emberta,47
Embertha,3
Emberthus,1
Emberti,23
Emberts,1
Embertus,630
Em--Bertus,1
Embken,1
Embracht,2
Embraght,1
Embrech,1
Embrecht,38
Embrechtus,1
Embreg,1
Embregh,1
Embreght,8
Embreghtus,1
Embregt,38
Embregtus,1
Embri,1
Embricus,1
Embrosius,1
Emcken,1
Emda,1
Emden,1
Emebert,1
Emeberta,3
Emebertha,1
Emeberti,6
Emebertus,67
Emekene,1
Emelberga,2
Emelda,1
Emelia,49
Emelie,43
Emelina,5
Emelius,3
Emelken,1
Emelus,1
Emenentia,1
Ement,1
Emeransa,1
Emerantia,3
Emerantiana,9
Emerberta,1
Emerbertus,2
Emerdiena,1
Emerdina,2
Emerechtus,1
Emerence,7
EmŽrence,2
Emerencia,5
Emerenciana,3
Emerens,52
Emerensken,2
Emerent,1
Emerentia,198
Emerentiamus,1
Emerentiana,862
Emerentianus,16
Emerentiena,1
Emerentijana,1
Emerentina,3
Emerentinana,1
Emerentine,1
Emerentinus,1
Emerentius,9
Emerents,4
Emeretiana,1
Emergo,1
Emeri,1
Emeriana,2
Emerians,1
Emerica,24
Emericus,261
Emeriens,1
Emerij,1
Emerikus,9
Emerita,2
Emeritus,2
Emerius,1
Emerntiana,1
Emert,12
Emertiana,1
Emertianus,1
Emertius,2
Emertus,2
Emesia,1
Emet,7
Emgarda,2
Emgardis,6
Emibertus,1
Emiel,23
Emiele,1
Emielia,1
Emielle,1
Emijli,1
Emijlius,1
Emil,29
Emila,1
Emile,187
Emilea,1
Emilia,96
Emiliana,7
Emilianis,1
Emilianus,4
Emilie,69
Emiliemus,1
Emilien,1
Emilienne,1
Emilii,3
Emilij,1
Emilis,1
Emilius,102
Emille,2
Emillia,2
Emina,1
Emir,1
Emit,7
Emke,41
Emken,66
Emma,283
Emmaneul,1
Emmani‘l,1
Emmannuel,1
Emmanuel,57
Emmanuela,2
Emmarentia,7
Emmarina,1
Emmaus,1
Emme,5
Emmebertus,3
Emmeerens,1
Emmeke,36
Emmeken,27
Emmel,2
Emmelken,1
Emmen,1
Emmenricus,1
Emmerana,2
Emmerance,1
Emmerans,1
Emmerantia,1
Emmeranus,5
Emmerdina,1
Emmerence,1
Emmerencia,1
Emmerens,65
Emmerenske,3
Emmerensken,5
Emmerentia,33
Emmerentian,1
Emmerentiana,77
Emmerentianna,1
Emmerentianus,1
Emmerentius,2
Emmerentsa,1
Emmeres,1
Emmerica,4
Emmericis,1
Emmericus,62
Emmerijkus,1
Emmerika,3
Emmerikus,9
Emmerins,1
Emmerinus,1
Emmerius,1
Emmersendis,1
Emmert,47
Emmerts,1
Emmerus,1
Emmes,1
Emmetje,17
Emmetke,1
Emmia,3
Emmichie,1
Emmichjen,1
Emmicken,1
Emmigje,1
Emmij,3
Emmike,1
Emmiken,1
Emmiren,1
Emmy,2
Emneke,2
Emoldus,4
Emond,9
Emondis,1
Emondt,7
Emondus,40
Emondy,2
Emont,15
Emoudt,1
Emout,2
Empke,1
Empken,3
Emricus,1
Emstje,2
Emundus,23
Emuntius,1
Ena,1
Encas,1
Enderich,1
Enderina,1
Endre,1
Enechtildis,1
Enegelbertus,1
Enegelina,1
Eneglbertus,1
Enelina,1
Enericus,1
Enert,1
Enertien,1
Enestine,1
Engbert,10
Engberta,1
Engbertus,3
Engdrijck,1
Engebert,1
Engeberta,1
Engebreth,1
Engel,310
Engela,4
Engelaa,1
Engelaart,1
Engelaert,1
Engelart,1
Engelbaerd,1
Engelbaert,1
Engel-Bardt,1
Engelbart,4
Engelbarta,1
Engelbartus,3
Engelbert,220
Engelberta,528
Engelberte,1
Engelberth,2
Engelbertha,33
Engelberthis,1
Engelberthus,2
Engelberti,5
Engelbertina,3
Engelbertis,1
Engelbertum,3
Engelbertus,963
Engelbertus-Rutgerus,1
Engelberus,1
Engelbrarda,1
Engelbrechken,1
Engelbrecht,1
Engelbregt,1
Engelda,1
Engele,1
Engelhard,1
Engelhardt,1
Engelia,1
Engelica,2
Engelien,71
Engeliena,35
Engelienna,1
Engelijn,6
Engelin,8
Engelina,1396
Engelinaa,1
Engeline,9
Engelke,10
Engelken,66
Engell,1
Engelliena,2
Engellijntien,1
Engellina,7
Engelmunda,1
Engelmundus,4
Engeln,1
Engelrarda,1
Engels,1
Engelte,1
Engelten,1
Engeltgen,13
Engelthen,1
Engeltie,13
Engeltien,16
Engeltje,106
Engeltjen,15
Engeltken,6
Engena,1
Engenberta,1
Engenbertus,1
Engenia,1
Engenius,1
Engentge,1
Engert,1
Enggel,2
Enghel,3
Enghelberta,3
Enghelbertha,1
Enghelbertus,1
Enghelina,1
Engilberta,2
Engina,7
Engla,4
Englbart,1
Englebert,1
Englina,9
Englnia,1
Engula,1
Enike,1
Eniken,1
Enixken,1
Enna,2
Ennegrindis,1
Enneke,15
Enneken,36
Ennenei,1
Ennera,1
Ennewie,1
Ennewine,1
Enniken,1
Ennius,1
Enno,3
Enoch,1
Enora,2
Enoria,4
Enrico,1
Enselmus,1
Ensken,1
Enthonia,1
Entje,1
Enver,1
Ephard,1
Ephemia,3
Ephrahem,1
Ephraim,4
Ephraima,3
Epimachus,2
Epke,1
Epkje,1
Eppe,1
Eppien,1
Eppina,1
Eppo,6
Era,1
Eraas,1
Erarda,11
Erardus,6
Erasmi,13
Erasmina,1
Erasmus,118
Erben,1
Erberdina,1
Erbert,3
Erberta,1
Erbertus,6
Erbet,2
Erck,4
Ercke,38
Ercken,25
Erckien,1
Ercksken,1
Ercliadia,1
Erdewiin,1
Erdien,6
Erdiena,8
Erdina,27
Erdinna,1
Erdmandus,1
Erdtman,1
Ereken,1
Eremberga,1
Erembertus,5
Eremijntje,1
Eremin,1
Eremina,2
Eremke,1
Erendina,2
Erenhardis,1
Erenst,1
Erentiudis,1
Erentrude,1
Erentrudis,28
Erentudis,1
Ereust,1
Ergardus,1
Erghsken,1
Ergina,1
Erharda,9
Eric,14
Erica,39
Erich,17
Ericia,1
Erick,3
Ericke,3
Erico,1
Ericus,6
Erie,1
Erijck,1
Erik,12
Erika,18
Erike,1
Eriken,6
Erikje,1
Erikus,1
Erk,1
Erke,140
Erke-Derk,1
Erkelina,1
Erken,145
Erkenraadje,2
Erkina,3
Erkje,40
Erkra,1
Erladus,1
Erlanda,1
Erm,1
Erma,3
Ermalinde,1
Ermbertus,10
Ermboldus,1
Ermeken,1
Ermelendis,1
Ermelina,1
Ermelinda,4
Ermelinde,1
Ermelindis,7
Ermelindus,2
Ermenigildis,1
